,Model,FaroeseSTS,FinParaSTS,GermanSTSBenchmark,IndicCrosslingualSTS,JSICK,SICK-R,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSB,STSBenchmark,STSES,SemRel24STS
105,nomic-embed-text-v1.5,68.1204685229011,11.762822046046061,69.59612470126179,7.701696631931629,69.0603414729546,75.44467557272925,71.16012635813495,80.7169234916371,76.58383975698425,85.23035009567323,46.2420691166753,51.14974155765681,41.93086883969097,81.39924460748615,71.57862019177685,43.54766000733399
106,Seed1.6-embedding,,,,,,84.66900000000001,83.40180000000001,92.3468,89.4397,91.5381,91.0042,72.8553,85.12389999999999,89.3686,,
107,Wartortle,62.804700000000004,13.0311,63.89425,2.701508333333334,63.861599999999996,78.23859592249686,75.1886741501174,79.33304952540263,76.56213113240312,84.7000298638952,86.61476790521185,38.54858333333333,38.28,81.7934403165178,75.4312,38.515125
108,all-mpnet-base-v2,61.800799916805246,9.546000000000001,64.63465,-2.5093317147634577,71.3243386066696,80.5854182940807,72.63425649613447,83.4849352820061,78.00015498590187,85.66278413019339,39.34705809070792,46.163249710787355,42.61429514076228,83.42190973012376,66.88846228500607,38.002157424956835
109,Bulbasaur,66.8874,6.97205,66.4106,3.7657416666666665,64.8887,76.0433546110243,69.49541146727839,80.96085686108583,77.08348207580887,85.41548418250477,88.03461344591356,36.055438888888894,43.270399999999995,83.33681512924129,69.1993,37.7248
110,LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,40.4308,3.9644,47.567499999999995,8.277833333333334,66.4978,75.55405115197729,67.65074099726466,83.89765011154986,76.97256789216159,83.80216382863031,85.58485422591949,53.36842777777778,50.4092,80.41509666334721,72.1254,45.38755833333333
111,sentence_croissant_alpha_v0.3,57.299299999999995,2.26365,74.3432,0.555025,65.09819999999999,68.8972,68.34989999999999,82.60889999999999,75.9534,82.8973,59.32438181818181,62.48316111111111,51.18495000000001,82.19030000000001,78.6794,42.7803
112,udever-bloom-1b1,37.9412,0.40245000000000003,42.67155,10.652808333333335,57.8371,79.91790376084445,75.7961015562481,83.61682237930194,78.73277873007592,86.41326579037185,65.35248256736564,,79.53464687577328,85.78865814488006,61.6772,43.59919166666666
113,all-MiniLM-L12-v2,66.08584853335722,10.71165,66.56150000000001,-5.337116442690175,71.76946032220101,79.31807926686743,73.08329046069596,82.13397006371551,76.73415930715883,85.57753868157322,36.281154442712754,36.72962049445949,41.90176949589169,83.08944078573145,72.66756261960431,37.93372304999087
114,gte-micro-v4,66.90469999999999,7.523350000000001,65.95679999999999,5.090266666666667,63.4906,76.1108,72.67139999999999,82.1624,78.17070000000001,86.28099999999999,34.496736363636366,37.37801666666666,44.95615,83.9242,69.182,37.83366666666667
115,mmlw-e5-small,55.6211,10.38475,56.1238,3.2605583333333334,46.1134,78.5342,77.0012,82.0848,80.33409999999999,85.9778,40.49874545454546,51.83228333333333,28.834000000000003,84.3509,71.9007,34.508125
116,jina-embedding-b-en-v1,60.178799999999995,8.646099999999999,71.02969999999999,3.041633333333334,2.0140000000000002,79.1378154534123,75.06080146054282,80.85907200101076,76.12917164308409,85.55427877110485,88.97626967707933,49.54819444444445,3.70015,82.57071649593358,69.52159999999999,26.729508333333335
117,jina-embeddings-v2-small-en,58.1388,4.6612,51.94735,6.251416666666667,62.5403,76.7212346922664,73.66390263429565,83.29727595993955,79.1686548248754,87.29947322714338,88.23061724730616,17.576161111111112,31.05675,84.03893866106175,44.566,36.21334999999999
118,German_Semantic_STS_V2,60.7511,7.241249999999999,86.3629678315869,4.232191666666667,35.2201,74.191,72.03399999999999,85.03150000000001,81.2143,86.3155,35.595454545454544,42.67297777777778,8.54305,82.56400000000001,64.73400000000001,25.4116
119,potion-multilingual-128M,64.7274,9.7789,70.8329,14.809666666666669,76.2142,60.851200000000006,64.349,74.2303,69.7261,79.3331,61.866727272727275,60.108561111111115,71.25565,71.7519,70.6588,59.17523333333333
120,snowflake-arctic-embed-s,65.5419,10.6797,63.337700000000005,9.979166666666666,52.544599999999996,69.66114097154585,68.78540928870311,79.61879435615303,75.57574519760183,84.64256921939338,86.73200885328937,49.06042222222222,25.6734,81.18789220331483,71.1975,34.99819166666667
121,sentence_croissant_alpha_v0.4,52.837199999999996,-0.40825,71.85085,-0.8201333333333333,64.039,67.63090000000001,65.681,81.26050000000001,74.0395,80.7361,56.89982727272728,64.40666666666667,46.67085,79.7631,78.4478,40.8942
122,granite-embedding-125m-english,54.496199999999995,12.41675,61.6844,2.2727500000000003,76.17779999999999,71.2001,65.9247,81.7525,74.2305,84.1271,41.156262500000004,52.14400555555555,51.228300000000004,79.6569,62.5206,42.354691666666675
123,KaLM-embedding-multilingual-mini-instruct-v2.5,,,,,,83.20442801025385,81.90031256415882,89.51672671783359,85.99180550008585,90.32929760921006,81.34831042575259,73.23705229059266,82.8989407235025,88.88111143561677,,
124,gte-micro,62.11600000000001,6.016649999999999,66.08335000000001,3.043391666666667,60.1827,76.9542,74.8905,81.65780000000001,76.658,84.97590000000001,28.361372727272727,30.390266666666665,37.91845,80.1173,72.6503,39.31609166666667
125,slx-v0.1,58.236399999999996,10.3726,63.92804999999999,-6.275766666666667,71.3296,77.58239999999999,72.369,80.6032,75.5891,85.3896,36.44377272727273,41.78761111111111,42.0483,82.0325,64.32560000000001,41.58695833333333
126,Squirtle,62.800599999999996,10.159500000000001,62.868900000000004,-1.186491666666667,63.91250000000001,77.33681018334157,70.15243619467687,78.41580967540904,74.76063270848232,82.00177922226122,85.85093351857286,35.44047777777777,37.5863,79.20891358738938,72.4584,38.82331666666667
127,all-MiniLM-L6-v2,58.23646054065518,10.37258929878844,63.928061999339,-6.275768107301821,71.3295611257341,77.5824552546972,72.36899998079942,80.60316722220763,75.58912408385123,85.38961998125278,36.44377160051358,41.787600623710084,42.04829763657761,82.03247283076371,64.32562715409338,41.58299687313574
128,sentence_croissant_alpha_v0.2,57.895700000000005,-2.8233,71.06555,2.5421166666666672,65.5961,64.878,65.54759999999999,78.9081,71.5049,79.9044,58.70720909090908,59.909805555555565,46.9626,77.14760000000001,78.3415,43.53605833333333
129,jina-embeddings-v2-base-en,12.1841,1.7444000000000002,21.4487,-2.1113583333333334,31.861099999999997,79.6487740813199,74.27447427941591,84.17947648159536,78.80745014464101,87.55320285299192,88.87813323759015,-1.047677777777778,4.96915,84.84429717949759,10.9332,14.272708333333334
130,sgpt-bloom-7b1-msmarco,44.8365,5.93905,49.32115,9.793233333333333,57.879599999999996,69.81522686267631,69.66180222442091,79.66529244176742,74.6076920702392,83.80600789090722,65.5872638863636,51.68171666666667,49.42999999999999,80.89611873505183,71.48689999999999,48.233925000000006
131,LGAI-Embedding-Preview,,,,,,84.89179999999999,81.7878,90.4385,88.2823,91.9032,90.194,74.9722,,91.4649,,
132,jina-embedding-s-en-v1,60.9571,9.005199999999999,66.45195,4.726758333333334,2.0122,76.33071660715956,74.27699263517789,78.55383586979005,73.84318001499558,83.71357922283677,87.4898082140765,44.41466666666667,3.99505,79.19504854997832,65.00590000000001,24.584191666666666
133,snowflake-arctic-embed-m-long,59.8146,9.2913,57.06675,10.010741666666668,60.1388,70.91162732446628,66.10824660353681,79.82293444619499,73.63809739428072,83.23485786963107,80.59196586367551,37.56122222222223,37.60015,77.89671867168987,68.1952,38.0687
134,snowflake-arctic-embed-xs,63.2802,14.986349999999998,56.4912,9.644141666666666,57.476000000000006,69.2566375434526,65.89916377105551,77.86961921643416,72.81574657995401,83.4885552472602,84.4948593656943,38.14342222222222,28.95485,79.18395553127085,65.5992,35.35369166666666
135,LaBSE-ru-turbo,56.804100000000005,7.08945,66.99935,-4.595366666666666,40.7847,75.5673,72.4468,78.9802,76.6976,85.6228,30.664281818181816,52.91715555555556,10.776850000000001,81.8233,73.2144,27.161341666666665
136,snowflake-arctic-embed-l,59.064499999999995,18.348550000000003,53.830650000000006,10.954291666666666,59.806000000000004,69.32425977603488,67.85470749045027,77.48991626780108,69.77157648098141,80.16458787843023,82.28085055047386,43.44371666666667,29.897000000000002,75.67875747588545,60.4409,31.926433333333332
137,Yuan-embedding-2.0-en,,,,,,83.0625,80.19659999999999,88.61630000000001,83.99119999999999,89.74600000000001,92.5633,70.821,,89.472,,
138,snowflake-arctic-embed-m,62.702400000000004,16.4562,51.976200000000006,11.099641666666667,61.4645,69.12484963763646,66.96821894433991,79.1153001117325,68.50538405089604,79.92003940566667,81.46108646565362,35.31722222222222,32.0492,74.0981396086974,60.00149999999999,33.748850000000004
139,text-embedding-005,,,,,,82.6039,78.1241,90.3475,85.4977,90.201,91.4989,69.55510000000001,,89.1067,,
140,granite-embedding-30m-english,58.9036,10.19025,61.163349999999994,-2.1329000000000002,74.37270000000001,68.79809999999999,64.77380000000001,79.3253,70.1701,82.0343,37.5539625,49.50058333333333,46.81905,78.0444,66.35,35.14964166666667
141,Conan-embedding-v2,,,,,,83.31880000000001,84.796,88.58890000000001,87.1524,89.1791,91.3769,,84.6332,86.1931,,
142,Tarka-Embedding-350M-V1,,,,,,82.7028,81.9674,89.0416,84.8424,90.01169999999999,89.8389,68.08340000000001,,89.131,,
143,udever-bloom-560m,23.8232,4.52855,26.90045,-0.0086583333333335,39.5329,78.52738315932625,74.07437934108376,81.80834431353927,77.0493522248929,84.61113973428688,60.231173727698476,,77.7709743500025,83.63025944536395,54.0515,30.19395833333333
144,Venusaur,64.9114,6.589300000000001,63.74029999999999,-1.035675,62.8498,74.68461406509039,54.34570729554049,74.24315395719762,69.99484176761607,75.73762657362906,84.81452353756737,36.37015,37.17725,76.72196352753278,64.1691,36.452850000000005
145,ru-en-RoSBERTa,55.9282,8.0605,57.12345,3.3492083333333333,68.53970000000001,73.1819,67.62310000000001,78.0072,71.47670000000001,83.6179,26.998927272727276,43.30633888888889,35.4265,79.9474,61.6056,33.30401666666666
146,text-embedding-004,,,,,,81.931,77.57690000000001,90.3559,85.2448,89.6639,91.74759999999999,68.6389,,88.9791,,
147,snowflake-arctic-embed-m-v1.5,57.545199999999994,15.8339,44.4774,10.540041666666667,60.4288,70.0345,64.9088,73.6707,65.2493,76.7534,43.06408181818181,41.149100000000004,30.6708,69.4352,65.5138,34.842616666666665
148,F2LLM-4B,,,,,,81.6987,81.6399,89.2963,85.47019999999999,89.0881,89.313,66.5351,,87.232,,
149,voyage-3-m-exp,,,,,,81.625,78.5685,88.1872,84.0718,89.4459,89.3624,68.3449,,88.3237,,
150,SearchMap_Preview,,,,4.7136000000000005,,77.7845,75.1023,86.6885,81.3998,87.5005,55.7512125,70.26178,,84.5462,,81.1243
151,F2LLM-1.7B,,,,,,81.4346,80.70270000000001,87.9525,84.095,88.5788,90.3235,66.82780000000001,,87.35810000000001,,
152,Arabic-mpnet-base-all-nli-triplet,59.96169999999999,1.61565,57.98185,7.110283333333333,66.1369,68.9386835022992,68.71669873972587,56.04247097489131,58.80575077741524,73.74453589715445,34.09233636363636,29.75727222222222,30.325400000000002,67.56341643518167,64.1988,40.961241666666666
153,USER-base,59.25,9.62565,64.7648,-0.9437333333333332,55.8206,68.3356,66.3084,68.7676,67.1359,79.8783,34.08345454545454,43.52194444444444,22.25815,76.0258,70.7118,34.292833333333334
154,potion-base-8M,61.11879999999999,2.4172,63.205749999999995,0.8288916666666668,62.7079,64.6753400763881,62.248985055530525,77.27600787572996,71.914099628002,79.75345871163103,28.159109015900125,31.674050000000005,35.869249999999994,75.40519061413276,62.9861,38.93865
155,rubert-tiny-turbo,61.18710000000001,10.48495,61.394999999999996,10.126616666666665,43.7755,68.4327,66.1687,60.3443,66.1225,77.4073,27.18219090909091,33.364149999999995,18.03625,68.9725,66.5116,25.146816666666666
156,bge-multilingual-gemma2,,,,,,82.66085892322664,77.71091257651071,87.44662352358895,83.48313793311584,87.63145141246594,91.18282119920893,,80.87063761195603,87.25208310840168,,
157,potion-base-4M,60.33070000000001,1.6184999999999998,62.426399999999994,0.789091666666667,62.761900000000004,63.98613448451591,62.37621006422606,76.81750749576634,70.98200491385815,78.66432028882325,26.44324108112017,30.912500000000005,36.3477,74.28444387078392,61.555899999999994,38.86998333333334
158,LENS-d8000,,,,,,83.30200195593044,80.98590815911939,87.34287142701457,84.38843815801556,89.74723322749233,90.86953801008369,,,88.46646307403641,,
159,LaBSE-en-ru,36.205799999999996,13.25085,57.090050000000005,-1.9052916666666668,37.62,69.1298,65.15570000000001,67.6614,63.3248,76.2084,39.85878181818182,54.25525,10.08745,71.9106,63.1486,25.242933333333333
160,b1ade-embed,,,,,,82.83001707430854,78.65009395911503,90.00142148909681,84.96999168443674,89.81153125001883,89.79699475327726,,,88.76691675006461,,
161,mxbai-embed-2d-large-v1,,,,,,82.04792579356291,78.76929696642694,90.39810997063387,85.44794976383963,90.01162604967037,88.80244555668372,,,89.19783009521629,,
162,M2V_base_glove_subword,61.1964,1.7131500000000002,61.61495,2.2661583333333337,62.160000000000004,66.17240782538595,61.89139464648924,71.66792475528088,67.82634222687376,75.48765072240437,17.980262732005286,30.87426111111111,35.00005,66.52235871936412,60.589000000000006,37.98119166666667
163,F2LLM-0.6B,,,,,,80.1426,79.5868,86.485,83.2245,87.77810000000001,90.1953,64.456,,86.7924,,
164,LENS-d4000,,,,,,83.8127407315392,79.06871408688198,86.54428612066569,84.31789230181545,89.69254612113068,91.55107309513775,,,88.21684368202543,,
165,potion-base-2M,57.955400000000004,0.35209999999999997,60.7472,0.34404999999999997,62.2587,62.85583348143348,62.07913034464432,75.73113726697468,69.27997439795548,76.32976845993336,23.11789096520746,31.54857222222222,36.362300000000005,72.80800903257308,59.8271,37.86546666666666
166,cai-lunaris-text-embeddings,51.3471,7.9049000000000005,48.45225,-2.0156333333333336,49.8626,68.98528351149498,58.502746406116614,74.03028513377879,66.18263558486296,75.54712054246464,80.13910828685532,41.73039444444445,25.712000000000003,71.40167034949341,54.745200000000004,29.770925
167,mdbr-leaf-mt,,,,,,80.6254,77.3629,88.8314,83.2192,88.0785,86.8254,69.2332,,87.2129,,
168,M2V_base_output,60.374399999999994,1.8614,61.26955000000001,-0.4226666666666666,62.090599999999995,65.43442849067297,59.97334423570035,71.81863685179427,66.99860396187162,75.4907813361932,19.521645000148546,32.01795,34.76285,67.2453123773366,61.6835,37.157025
169,rubert-base-cased-sentence,49.628699999999995,6.5558000000000005,55.41245,3.6308333333333334,65.1558,56.984100000000005,59.0229,46.990300000000005,50.879,64.5847,33.39118181818181,34.58301111111111,65.2471,55.789100000000005,46.0771,29.117658333333335
170,Giga-Embeddings-instruct,,,,,,84.6631,71.922,88.00139999999999,82.4645,87.9416,86.9889125,69.97496,,87.1684,,
171,LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised,,,,,,83.00728009929533,78.85484854952163,86.84017260596792,84.04244912638237,88.71661848841296,90.63340320875899,,,88.7218677688666,,
172,ternary-weight-embedding,56.303599999999996,-2.9595,52.5937,1.1926166666666669,62.400299999999994,52.4853,46.5666,58.2034,51.6049,57.0453,18.666054545454543,24.64787777777778,83.39129020701186,52.1587,49.3318,26.996458333333333
173,rubert-tiny2,57.7677,7.08715,60.07015,6.515866666666666,40.6,61.065599999999996,65.1195,59.965900000000005,60.2823,74.37660000000001,29.709318181818183,28.397705555555557,18.8,63.0216,64.58359999999999,24.778583333333334
174,Zeta-Alpha-E5-Mistral,,,,,,81.88046945336663,78.63991285161867,87.12110799581852,83.55263671417923,90.09569633194636,91.43471625912765,,,88.27561759951514,,
175,silma-embeddding-matryoshka-v0.1,39.9127,11.48095,55.61205,4.274591666666666,32.963300000000004,63.7455,55.162800000000004,51.885400000000004,52.9933,67.84700000000001,41.07377578922944,43.046227357092114,6.24615,61.8289,57.607699999999994,34.08719166666667
176,Arabert-all-nli-triplet-Matryoshka,49.7817,3.96855,57.70835000000001,7.0436499999999995,32.250099999999996,57.64441663261227,69.67060431422327,51.95037157769884,57.36607721958864,70.0994395240558,28.456,34.30293888888889,6.16935,61.592426810014366,56.265100000000004,35.86278333333333
177,gemma-2b-embeddings,31.968999999999998,-0.5551999999999999,39.80455,7.974633333333333,65.50110000000001,41.3266,42.236000000000004,41.100300000000004,36.0263,48.3298,24.59242727272727,35.41972777777778,49.2801,33.3212,55.095499999999994,37.133624999999995
178,M2V_base_glove,30.850699999999996,8.47075,44.395999999999994,2.5866750000000005,20.5889,64.66033328975722,64.63642414925371,77.9790218678965,70.08415685571369,78.77945492051583,20.678710441102393,33.98614444444444,1.0992499999999998,68.90568918705054,59.095600000000005,24.640683333333335
179,bge-en-icl,,,,,,83.86733787791422,78.14269330480724,86.58640009300751,82.8292579957437,87.77203714228862,91.24736138013424,,,88.42076443255168,,
180,LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,,,,,,83.9379272617096,79.26752176661364,84.8327309083665,82.9394255552954,88.08995363382608,89.57796559847532,,,88.0472708354572,,
181,sentence-t5-xxl,,,,,,80.46877899403398,78.84633095838922,88.93834486158684,84.85684801116044,89.31982869751906,89.46272351246337,,,84.01139141474803,,
182,voyage-code-3,,,,,,83.1959,74.4819,86.321,79.9945,86.4802,89.4163,67.0711,,84.77,,
183,KaLM-embedding-multilingual-mini-instruct-v2,,,,,,79.85114978228225,82.26959820528188,85.957007198093,83.50251215846104,86.43707354974059,66.6689953040152,,80.91935433473239,85.07318077272461,,
184,LLM2Vec-Sheared-LLaMA-mntp-supervised,,,,,,82.25303886615637,78.27678362978094,85.5228883863618,82.48847836687274,88.76235312662311,90.10224405448504,,,87.15751321128134,,
185,Marbert-all-nli-triplet-Matryoshka,53.767900000000004,-1.7036499999999999,51.562949999999994,-0.14872500000000013,36.4369,65.80163441928238,63.00297824477175,52.23198766098021,59.2261024017655,70.01912156519296,31.685736363636362,27.262288888888886,8.2942,61.16768766134144,49.4058,35.89794166666667
186,Tarka-Embedding-150M-V1,,,,,,80.73740000000001,76.6568,83.8087,82.0843,87.1066,88.8249,65.227,,86.3853,,
187,ember-v1,,,,,,81.74697270664319,78.51011398910948,86.62037823380983,83.05697553913335,88.38581627185445,87.90311138579116,,,87.76870289783061,,
188,rubert-tiny,57.1913,-0.9507,52.97045,1.0317333333333332,41.044000000000004,60.3934,49.6569,63.3996,54.883,67.318,20.077954545454542,25.268977777777774,18.96235,55.8644,55.1823,24.688066666666668
189,cde-small-v2,,,,,,79.01310000000001,80.3531,86.0453,82.9681,88.06540000000001,88.9498,,,87.7139,,
190,deberta-v1-base,47.1077,4.99315,37.3257,1.3330083333333334,50.711600000000004,49.9409,44.7604,46.6508,38.153,54.8474,22.934036363636363,21.163538888888887,26.262600000000003,41.3236,46.9185,31.61703333333333
191,mini-gte,,,,,,79.551,74.3335,83.5213,80.6162,86.85690000000001,89.7621,68.3308,,86.2486,,
192,lodestone-base-4096-v1,31.1631,0.57985,35.39645,,43.0291,70.46515535094771,63.99899601697852,78.20169706921848,70.78377709313477,80.02708383244838,83.87886389259836,,17.84525,75.57446967644269,35.4934,18.931433333333334
193,distilrubert-small-cased-conversational,50.930600000000005,0.07955000000000002,42.49885,-1.4726333333333335,29.487999999999996,56.7039,40.8283,52.222199999999994,46.7599,60.6444,24.897018181818183,24.741711111111112,19.6603,55.9747,52.68000000000001,22.622141666666664
194,rubert-base-cased,23.8506,-2.7881000000000005,40.450649999999996,-1.5549416666666662,51.683,44.2201,27.752900000000004,39.8322,34.892,43.051899999999996,18.55361818181818,24.32241111111111,39.26585,39.8376,51.8092,26.766275
195,sbert_large_mt_nlu_ru,39.7858,0.30745,42.915749999999996,-5.2101750000000004,35.0268,65.9096,48.13,48.0436,46.603899999999996,65.337,19.48545454545454,22.564822222222222,6.372400000000001,58.8135,54.42550000000001,22.686725
196,KaLM-embedding-multilingual-mini-instruct-v1.5,,,,,,79.72822038569593,80.16653334500153,83.86019247474584,80.5656376543151,87.34265089376507,69.96933886727182,,77.80818016295537,84.1219543406234,,
197,sbert_large_nlu_ru,32.5095,4.91835,31.23365,-1.5565083333333332,35.2998,58.8573,31.4807,37.108200000000004,36.649,58.2549,19.470354545454548,27.50667222222222,6.289600000000001,46.7987,34.1195,22.159883333333333
198,modernbert-embed-base,,,,,,79.92900705478993,77.61671419416626,86.13305071688859,81.26767916144169,88.25330888676139,87.61577496386343,,,86.96704639052885,,
199,sentence-t5-xl,,,,,,79.97772392974231,79.01729005661066,88.80436421944282,84.3295761627281,88.89098990959154,50.95498022342105,,,83.92987130232214,,
200,GeoEmbedding,,,,,,80.07560000000001,67.8271,82.27759999999999,78.2074,87.05810000000001,89.88730000000001,71.7025,,84.0544,,
201,sentence-t5-large,,,,,,80.33862272962334,79.11038370962655,87.32740632069934,83.17025300846403,88.27564644599094,44.426764759714096,,,85.35933660491871,,
202,random-encoder-baseline,0.3295,1.3046499999999999,2.5471500000000002,3.161866666666666,-3.572,-0.1918,8.441,-1.6979000000000002,0.6327,2.5898999999999996,1.5648909090909089,2.7151944444444442,4.1873000000000005,3.0174,-8.8272,-1.490733333333333
203,bge-large-en,,,,,,81.04583513112122,79.75387012744471,84.98234585939103,80.7997969966883,84.88671197763652,85.8193745617297,,,85.0995685206174,,
204,text-embedding-ada-002,,,,,,80.60068499509984,69.79701994332693,83.27133775815649,76.09025403033498,86.11791184256356,90.2544266490552,,70.613445986837,83.16780387096034,,
205,bge-base-en,,,,,,80.0171084446234,77.93462937801245,83.85931509330395,81.51200091040481,87.33044482064973,85.58139465695983,,,85.95475815226862,,
206,gte-base-en-v1.5,,,,,,79.36960687383745,74.38364712099211,84.70630905216271,80.10314039230198,87.16293477217867,90.63701653633909,,,86.03947178806887,,
207,gme-Qwen2-VL-2B-Instruct,,,,,,73.98553311584509,72.05290668592296,84.4847436140129,77.91329577609622,87.62293916855751,88.78668529808967,,76.83296022489624,83.3985199217591,,
208,sentence-t5-base,,,,,,80.18231249099851,78.0511871449349,85.84897342040492,82.18926664662587,87.45860981918769,38.69374269965659,,,85.52030817522575,,
209,cde-small-v1,,,,,,77.44919890597407,74.2212823495219,86.12368715292688,78.88155361224834,87.5038962579188,89.68436656381257,,,85.54441587714372,,
210,voyage-law-2,,,,,,80.354,70.9032,85.4455,79.8747,86.788,89.4086,,,85.0621,,
211,gme-Qwen2-VL-7B-Instruct,,,,,,75.34808277034776,77.24549887905519,80.98090253728394,76.36798509005328,84.47549220803403,88.67251952242073,,77.14577975930179,83.10901632378086,,
212,bge-small-en,,,,,,79.2463589100662,78.36856568042397,81.85436343502379,80.85052504637808,86.46858500002092,85.70951402743276,,,84.8853341842566,,
213,voyage-2,,,,,,79.4471,71.0071,80.5375,74.775,83.64439999999999,89.1938,65.39,,83.05369999999999,,
214,gte-modernbert-base,,,,,,75.7607,74.82130000000001,86.6355,78.7583,85.3865,88.3035,,,85.4068,,
215,Titan-text-embeddings-v2,,,,,,76.49462277620303,74.99867664033701,87.9128142106699,82.25544088807465,87.87150169810872,74.00979227555564,,,81.9481311864648,,
216,voyage-code-2,,,,,,79.7786,72.9377,83.1122,77.2145,85.2954,88.77239999999999,,,84.7834,,
217,voyage-large-2,,,,,,79.7786,72.9377,83.1122,77.2145,85.2954,88.77239999999999,,,84.7834,,
218,granite-embedding-english-r2,,,,,,71.34089999999999,67.0177,84.09140000000001,74.7689,85.3734,86.2089,68.4735,,79.1728,,
219,voyage-finance-2,,,,,,78.96990000000001,67.8601,80.75139999999999,72.5824,79.0754,86.527,67.1391,,75.6297,,
220,granite-embedding-small-english-r2,,,,,,68.8621,67.4098,80.5687,72.93849999999999,83.86240000000001,85.1797,66.8478,,77.103,,
221,gtr-t5-xxl,,,,,,74.29383974498337,70.1248199396564,82.71549276218907,78.24131910280873,86.2584908454127,85.18454365763111,,,77.72574493807944,,
222,SONAR,,,67.9356892072251,,,62.93971145260584,65.4632047656541,62.78607195958339,57.53693422381856,74.25087788257943,75.8304650347069,,50.175051356729924,67.39086924655895,,
223,gtr-t5-large,,,,,,73.39148682744103,70.33026062698798,82.19443204826278,77.16269014670296,86.31247335070002,42.31153505668454,,,77.60134889468367,,
224,static-retrieval-mrl-en-v1,,,,,,64.738,60.4289,72.5735,69.6221,80.066,84.74340000000001,65.3258,,74.0221,,
225,gtr-t5-xl,,,,,,73.62503612794212,69.10584816006707,81.81723080195181,77.06598351608042,86.00886559584634,46.14156560085977,,,77.64987371874676,,
226,atles-champion-embedding,,,,,,,73.19980000000001,83.89760000000001,78.5658,85.0932,39.667618181818185,,,83.7359,,
227,gtr-t5-base,,,,,,71.44730243032524,68.59358272758398,79.09019447848391,74.64141703710193,84.84757279716068,85.79615701004482,,,79.57572102026641,,
228,LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse,,,,,,71.76588896280093,65.3943089429597,79.26435573752327,72.98102120833857,82.72040157931015,86.69902762920725,,,78.32422438643496,,
229,LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse,,,,,,72.15850185456762,61.59518395985063,79.71131323749228,72.10974664733891,82.17899407125657,85.44343473477939,,,77.44151296326804,,
230,LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse,,,,,,69.34396953516386,60.094374065360746,72.51503781013379,66.6954698644186,77.69462578028768,81.67242768943406,,,73.36074244064153,,
231,multi-qa-MiniLM-L6-cos-v1,,,,,,70.0404,64.3841,76.4063,69.3252,80.1834,34.53303636363636,,,75.9837,,
232,QZhou-Embedding-Zh,,,,,,,,,,,,,89.97824999999999,,,
233,Yuan-embedding-2.0-zh,,,,,,,,,,,,,83.56575,,,
234,ruri-base,,,,,82.9333,,,,,,,,,,,
235,ruri-base-v2,,,,,82.76,,,,,,,,,,,
236,ruri-large,,,,,82.66130000000001,,,,,,,,,,,
237,ruri-large-v2,,,,,82.63279999999999,,,,,,,,,,,
238,zpoint_large_embedding_zh,,,,,,,,,,,,,83.34482829304406,,,
239,Youtu-Embedding,,,,,,,,,,,,,83.176,,,
240,sarashina-embedding-v2-1b,,,,,82.5639,,,,,,,,,,,
241,stella-base-zh-v3-1792d,,,,,,,,,,,,,83.05000687568048,,,
242,stella-mrl-large-zh-v3.5-1792d,,,,,,,,,,,,,82.96149593569953,,,
243,stella-large-zh-v3-1792d,,,,,,,,,,,,,82.80278693241074,,,
244,ruri-v3-30m,,,,,81.3979,,,,,,,,,,,
245,bangla-sentence-transformer-ft-matryoshka-paraphrase-multilingual-mpnet-base-v2,,,,39.7286,,,,,,,,,,,,
246,sbert-chinese-general-v1,,,,,,,,,,,,,82.16763221361724,,,
247,xiaobu-embedding-v2,,,,,,,,,,,,,82.05184068558792,,,
248,gte-base-zh,,,,,,,,,,,,,81.46211495319093,,,
249,ritrieve_zh_v1,,,,,,,,,,,,,81.4333,,,
250,sarashina-embedding-v1-1b,,,,,79.5427,,,,,,,,,,,
251,Conan-embedding-v1,,,,,,,,,,,,,81.24426700767087,,,
252,xiaobu-embedding,,,,,,,,,,,,,81.1850043859317,,,
253,ruri-v3-310m,,,,,77.9667,,,,,,,,,,,
254,ruri-v3-70m,,,,,75.8486,,,,,,,,,,,
255,gte-large-zh,,,,,,,,,,,,,79.68425102631514,,,
256,ruri-v3-130m,,,,,73.9314,,,,,,,,,,,
257,text2vec-base-chinese,,,,,,,,,,,,,79.29571136543504,,,
258,Yinka,,,,,,,,,,,,,79.23602286949782,,,
259,Dmeta-embedding-zh-small,,,,,,,,,,,,,79.0869194735025,,,
260,piccolo-large-zh-v2,,,,,,,,,,,,,78.71478656159289,,,
261,bge-large-zh-v1.5,,,,,,,,,,,,,78.69852268407135,,,
262,bge-base-zh,,,,,,,,,,,,,78.65683668845874,,,
263,bge-large-zh,,,,,,,,,,,,,78.51428925575037,,,
264,bge-base-zh-v1.5,,,,,,,,,,,,,78.3059741794318,,,
265,Hinvec,,,,6.981016666666666,,,,,,,,,,,,
266,m3e-base,,,,,,,,,,,,,76.96842621449035,,,
267,bge-small-zh-v1.5,,,,,,,,,,,,,76.73034692358996,,,
